sentence,type
11-09-40sUser47  ..  that too .. but on laguna Beach they show the homes these kids live in ..,Statement
lol 11-09-40sUser48...,Emotion
seagulls off in the distance,Statement
JOIN,System
hello 11-09-40sUser55,Greet
Hi 11-09-40sUser55,Greet
hi 11-09-40sUser55,Greet
"blank spaces, 11-09-40sUser3?  ",ynQuestion
lived down near the beach when i was in college.. but prolly lived at least 3 miles from the beach,Statement
hi 11-09-40sUser55,Greet
"yes, the space between my ears",yAnswer
i feel faint,Statement
"3 miles, 11-09-40sUser3?",ynQuestion
sometimes thats the best way 11-09-40sUser18 .... at least you can get away from the noise   ,Statement
well my daughter is about 700 yards from the beach in san diego now.. can hear the dam waves at night,Statement
better rest up 11-09-40sUser19,Statement
nice 11-09-40sUser52,Statement
11-09-40sUser49.. it was more the traffic,Statement
"that's such a soothing thought, 11-09-40sUser52",Statement
JOIN,System
"yeah, thats the noise I refer to 11-09-40sUser18 ;)",Accept
luvs San Diego.. sighs,Statement
yes.. but ya gotta watch out for sea monsters...,Accept
PART,System
"all the polllution floating up on shore,,,,,,,,,,,",Statement
hi 11-09-40sUser35,Greet
bumper to bumber down there 11-09-40sUser35,ynQuestion
i mena 11-09-40sUser49,Clarify
lol @ sea monsters,Emotion
lol,Emotion
"dated a couple, 11-09-40sUser48",Statement
ROFL 11-09-40sUser18,Emotion
11-09-40sUser27  that why we  got a pool ,Statement
dressed up like lapd and chp,Statement
11-09-40sUser18 were you into surf music?',ynQuestion
"so sad , cant even swim in the waters here",Statement
"sand in your bikini, true gritt",Statement
nah.. not really,nAnswer
hahah 11-09-40sUser3,Emotion
JOIN,System
JOIN,System
"its hard to balance on a board when you are 5'3"" and 295lbs...",Statement
we had a little trailer just on the other side of the coastal highway in Ocean City MD for a few years .... and every night you had to wear earplugs to fall asleep .... buses ran right outside our place .... listening to the sound of brakes going Cheeeez .... and Vroooom ..... was not much fun,Statement
PART,System
lol 11-09-40sUser52...what a visual,Statement
JOIN,System
only wants to imagine that 11-09-40sUser52.. oh n/,Statement
giggling,Statement
m,Other
lol 11-09-40sUser18,Emotion
Hello room :),Greet
wow 11-09-40sUser49,Emotion
Hi 11-09-40sUser56 ,Greet
Hi 11-09-40sUser28 ,Greet
hi 11-09-40sUser56,Greet
11-09-40sUser56,Statement
lol 11-09-40sUser56,Emotion
suffers from hazy shades of winter,Statement
lol,Emotion
wow 11-09-40sUser49 that would have been terrible. We were on the bay.  What street were you on 11-09-40sUser49?,Statement
hear the salvation army band...,Statement
"thot it was just a haze left over from the 60s, 11-09-40sUser3",Statement
are you following me ?,ynQuestion
sw is very warm 11-09-40sUser3,Statement
lol,Emotion
yeah .... I like more peace-and-quiet than excitement ..... so sex is out ;),Statement
"sing it, 11-09-40sUser52",Statement
I got here first,Statement
i dont think so,Reject
good night all,Bye
"they sang some of them beach songs, 11-09-40sUser52.. didnt they?",ynQuestion
down by the riverside there's got to be a better ride than what you got planned...,Statement
PART,System
nite 11-09-40sUser19,Bye
shes sick maybe,Statement
look on the opener i am here first,Statement
not S&G 11-09-40sUser18...,Reject
LOL,Emotion
oh,Statement
"on second thought, DON""T sing it, 11-09-40sUser52",Emphasis
lmao 11-09-40sUser48,Emotion
turns up blue cheer ,Statement
"laundry, 11-09-40sUser27?",ynQuestion
um 11-09-40sUser18,Statement
blue cheer was acid metal,Statement
HI 11-09-40sUser7,Greet
How are you?,whQuestion
hmmm,Statement
"11-09-40sUser28  ok here , You ?",whQuestion
oh.. never knew that,Statement
.ACTION uses blue cheer in laundry.,System
maybe not 11-09-40sUser56,Statement
they were from sf ,Statement
snorts blue cheer,Statement
.ACTION looks at 11-09-40sUser55  .. .,System
huh..lol ?,whQuestion
wisconsin?,ynQuestion
.ACTION yawns.,System
"Hello 11-09-adultsUser45 , welcome to #talkcity_adults ! .4Please ask in the main room before Private Messaging others!. You can find our rules at http://forums.talkcity.com/tc-adults/start Thanks for joining us!",System
I am going to eat! ,Emphasis
no...lol,nAnswer
PART,System
lol,Emotion
i just thought it was original,Statement
thanks for the no hello,Statement
"Welcome to #talkcity_adults, To get your own game/control bot for your chat room please contact Dawnstar Visit http://www.shadowbots.com",System
PART,System
JOIN,System
 knock in in if so say hi tracey u ok ,Statement
PART,System
 lol ,Emotion
PART,System
Hey You,Greet
PART,System
PART,System
46/f/maine,Statement
the idiots are always on top because their insanity seems to be mostly wide spread,Statement
11-09-adultsUser8 you lost me lol,Statement
11-09-adultsUser22 i went to akron about 2 years ago and there was horrible construction on 77,Statement
JOIN,System
where from@11-09-adultsUser12,whQuestion
double header 11-09-adultsUser29? hahahaha,ynQuestion
 i no so have i my keys r sticking lol,Statement
lol 11-09-adultsUser24 there's always yucky construction around here,Emotion
somewhere in the u s a,Statement
lmao,Emotion
lol 11-09-adultsUser8 i wont ask,Statement
JOIN,System
between the snow plows and the rock salt the roads get trashed in the winter,Statement
like some contagious diseast,Statement
  ok ,Accept
I'm thinking wisconsin,Statement
no,Reject
PART,System
JOIN,System
.ACTION has a single header built in.,System
11-09-adultsUser12 what you wanna chat about,whQuestion
PART,System
what is a diseast ?,whQuestion
PART,System
nothing much in particular,Statement
JOIN,System
  any 1 want cupper,ynQuestion
hey 11-09-adultsUser53,Greet
hey 11-09-adultsUser24,Greet
2 cuppers,Statement
hi room,Greet
 hi,Greet
46/f/maine,Statement
dd cuppers,Statement
i'm having a cupper of coffee right now lol,Statement
lol\,Emotion
that's why society still is a stinky husteling mess after teo million years of darwin,Statement
PART,System
base ball is my favorite sport!,Statement
11-09-adultsUser29,Statement
JOIN,System
darwin is dead,Statement
sleeping is my favorite sport,Statement
JOIN,System
hello,Greet
whats the point in pm then@11-09-adultsUser12,whQuestion
"ok lovers, I'm out",Bye
sup 11-09-adultsUser54,Greet
hi how is everyone tonight,whQuestion
see ya'll when the weekend is over,Bye
PART,System
byes!,Bye
JOIN,System
byeee 11-09-adultsUser32 tc,Bye
sorry i got distracted,Statement
PART,System
what were you asking,whQuestion
PART,System
so are you 11-09-adultsUser0 withing some decades,Statement
i forgot lol,Statement
PART,System
whats up,whQuestion
i can't wait until 7am,Statement
.ACTION stares @ the clock.,System
lol,Emotion
lol 11-09-adultsUser22,Emotion
why whats at 7am?,whQuestion
whats the time there?,whQuestion
PART,System
that's when i get off work,Statement
but who cares 11-09-adultsUser0?,whQuestion
i've already put in 32 hrs in 3 days this week,Statement
thats when i have to be in work ,Statement
JOIN,System
going back for 8 more tonight,Statement
gawd,Statement
you must love punishment,Statement
PART,System
PART,System
NICK :11-09-adultsUser29,System
hi room,Greet
PART,System
PART,System
NICK :11-09-adultsUser0,System
I'm off tomorrow night then I work 12 on Sat and 12 on Sun,Statement
hb 11-09-adultsUser29,Bye
NICK :11-09-adultsUser0,System
haha,Emotion
PART,System
i dont like work THAT much,Emphasis
you will not be rememberer for your ontrobution to common human sense,Statement
i don't either.. but i do like that $27/hr lol,Statement
all work and no play,Statement
JOIN,System
yeah you got a point there ....lol,Accept
"yow, my english typing sux, i know ...",Statement
darwin didn't contribute anything to common sense.. his theory is after all still a theory,Statement
hey 11-09-adultsUser57,Greet
JOIN,System
lol 11-09-adultsUser44,Emotion
hello,Greet
"the sick part is, I'm an LPN..... i have to work overtime to make anything near what the RN's make.",Statement
a kitty,Statement
JOIN,System
JOIN,System
only i dont get 27per ...and i see alot of idiots ,Statement
how yer doing love?,whQuestion
well i work with a bunch of f*cktards ,Statement
now on the other hand if i made 27 per ....that would change my outlook alittle,Statement
11-09-adultsUser0 did u get that job yet,ynQuestion
who is making 27 an hour? haha,whQuestion
PART,System
haven't found out yet 11-09-adultsUser24,Statement
they said they have one more person to interview,Statement
"yow 11-09-adultsUser22, sit on my face puhleaze ...",Statement
well the only option u have is a newspaper boy,Statement
lol,Emotion
JOIN,System
JOIN,System
haha,Emotion
I can't do newspaper.. I can't throw that far and stairs give me problems,Reject
JOIN,System
I'm physically impaired,Statement
hey 11-09-adultsUser63,Greet
hey 11-09-adultsUser24,Greet
wb 11-09-adultsUser63,Greet
hi everyone,Greet
ty,Statement
lol,Emotion
11-09-adultsUser0 do u have asthma,ynQuestion
JOIN,System
"just joking 11-09-adultsUser22, just finish yout whereabouts",Statement
no I have a muscle disease,nAnswer
so whats up with all this lame ass chat??,whQuestion
PART,System
PART,System
oh,Statement
well we just come here and hang out with our lame asses,Statement
sit on my face 11-09-adultsUser54,Statement
dunno whats up with you 11-09-adultsUser54,whQuestion
JOIN,System
PART,System
lol,Emotion
"because we've been sitting on our asses, so of course they feel lame.. and a bit numb",Statement
hello,Greet
PART,System
NICK :11-09-adultsUser0,System
my Mom is making homeade chinese peppersteak,Statement
life is good!!!,Emphasis
11-09-adultsUser63 is new brunswick all french,ynQuestion
mmmm,Statement
no we dont want to sit on your face thats what we got eachother for,Reject
someone rub em and make the blood flow.. haha,Statement
that sounds awsome,Statement
"yow, am going to hit thah road mahn",Statement
goodnite,Bye
have you ever made it homeade?,ynQuestion
NICK :11-09-adultsUser0,System
not me no,nAnswer
PART,System
JOIN,System
PART,System
omg it's great,Statement
we make it e-v-e-r-y where...!,Emphasis
sounds fantastic,Statement
im sure you do,Statement
what's something good to eat? haha.. I have coupons for Burger King,whQuestion
especially on a cold day... that's all you can smell,Statement
lol 11-09-adultsUser0,Emotion
h,Greet
JOIN,System
JOIN,System
the garlic and soy sauce cooking in the steak.. mmmm ,Statement
JOIN,System
mmm dam,Statement
mmm,Statement
hi,Greet
no but I lived in the foothills of NC where there are a lot of chicken farms.. interesting smell,Statement
anyone here seen the movie called shopgirl ,ynQuestion
46/f/maine,Statement
JOIN,System
with claire danes ?,ynQuestion
no,nAnswer
afk a sec,Bye
PART,System
i see her everyday@shopgirl,Statement
it's a movie ,Statement
im me guys,Statement
she work at shop  nbc?,ynQuestion
PART,System
hi all,Greet
oh right my bad,Accept
lol 11-09-adultsUser0 that just reminded me of my trip to deleware when i was a kid,Statement
it's got steve martin in it to ,Statement
JOIN,System
it was in the summer.... and at some point we reached a road where there were miles and miles of chicken farms,Statement
JOIN,System
JOIN,System
PART,System
pppppppppppew!!!!!,Emotion
WHY WOULD ANY ONE WANNA TALK TO A LONLEY ASS GIRL WHEN THERES TWO HOTT BLONDES RIGHT HERE!!,whQuestion
JOIN,System
I am watching it right now ,yAnswer
PART,System
morning all,Greet
it's good ,Statement
soup 11-09-adultsUser54,Statement
g'evening,Greet
PART,System
JOIN,System
the time where I live is 6:51 pm ,Statement
PART,System
where u all from in here,whQuestion
it seems the msn assholes are here i see,Statement
i'll take the lonely girl ......shes more real,Statement
me too,Statement
JOIN,System
can one of you not work out how to switch off caps 11-09-adultsUser54?,ynQuestion
where i live its 9.53am,Statement
hey 11-09-adultsUser72,Greet
hey i'm a former msn asshole tyvm lmao,Statement
PART,System
who's calling who imaginary?,whQuestion
11-09-adultsUser72 x,Statement
hi 11-09-adultsUser24,Greet
sorry 11-09-adultsUser22 not u,Statement
11-09-adultsUser11!!,Emphasis
lol,Emotion
PART,System
mwahs 11-09-adultsUser72,Emotion
we are getting the cyber msners,Statement
anyone wanna chat with me,ynQuestion
PART,System
right back at ya,Statement
PART,System
PART,System
what you up2 11-09-adultsUser72,whQuestion
the short bus here already?,ynQuestion
yeah,yAnswer
PART,System
it is lol,yAnswer
what an f-ing party!!...yeah!!,Emphasis
waiting to go out to dinner,Statement
11-09-adultsUser54 got the only tickets,Statement
yeah 11-09-adultsUser72 it is,yAnswer
nice1 11-09-adultsUser72,Statement
JOIN,System
hey 11-09-adultsUser73,Greet
heya 11-09-adultsUser24,Greet
ltns,Statement
PART,System
"yeah... life, you know?",ynQuestion
yeah,yAnswer
JOIN,System
i got my nails done today...sooo pretty,Statement
I hope you all are riding the short bus cuz we sure the hell aint,Statement
JOIN,System
I think I need to marry a man who makes enough $ so I don't have to work so hard.,Statement
I've just decided that.,Statement
PART,System
you're drivin the bus,Statement
Wow. Mine are prittier,Statement
psh,Emotion
PART,System
no im not drivin a bus I have my own car but thanks for the invite,Reject
you can have that job i dont need it,Statement
lol wth,Emotion
a vega....lol,Statement
lol,Emotion
afk,Bye
hell no!,Reject
lambergini,Statement
JOIN,System
JOIN,System
right,Accept
lol,Emotion
tc 11-09-adultsUser72,Bye
hey,Greet
JOIN,System
.ACTION has been gone too long... doesn't recognize many ppl!!!!!.,System
and pigs fly,Statement
lmao,Emotion
from hot wheels,Emotion
My car is nicer than yours is....  #### you were leading the way here bitdh,Statement
JOIN,System
bitch*,Clarify
JOIN,System
crazy bishes,Statement
and its spelled lamborgini ....incase you didnt read it on the title,Statement
JOIN,System
lmao,Emotion
lol,Emotion
so 11-09-adultsUser54 what do you do for a living?,whQuestion
hi all,Greet
hi 11-09-adultsUser76,Greet
hi everyone,Greet
PART,System
i dont have to know how to read to drive a nice car..,Statement
anyone see Borat,ynQuestion
JOIN,System
bbs,Bye
right ...lol,Accept
PART,System
lol... 'long as you can read STOP,Emphasis
hi room,Greet
prolly a stick then,Statement
JOIN,System
JOIN,System
i wouldnt trust you behind the wheel of a peddle car,Statement
PART,System
"later 11-09-adultsUser73, off to burger king to find me some cheap fast easy food",Bye
whats up everyone ,whQuestion
hb 11-09-adultsUser0,Bye
"And actually, it's spelled lamborghini",Statement
hi,Greet
*poof*,Bye
PART,System
PART,System
PART,System
JOIN,System
thanks 11-09-adultsUser73,Statement
sure,Statement
hey 11-09-adultsUser49,Greet
any sexy females want to chat ,ynQuestion
I'm good like that  ;-) ,Statement
JOIN,System
PART,System
i can see that ,Statement
lol,Emotion
JOIN,System
"Yeah, I've got a whole ""perfectionist"" thing going on",Accept
grrr i can't take it anymore,Statement
works for me ,Statement
back,Statement
NICK :11-09-adultsUser22,System
.ACTION hands more to 11-09-adultsUser22.,System
do ya think this nic will work?,ynQuestion
LOL,Emotion
um,Statement
No,nAnswer
just sayin',Statement
whats up 11-09-adultsUser72,whQuestion
"you know, from experience",Statement
LOL,Emotion
i want sum @11-09-adultsUser22,Statement
wb 11-09-adultsUser72,Greet
lol,Emotion
i mean the pepper steak lol,Clarify
PART,System
it'll prolly drawn them all right to you,Statement
JOIN,System
you mean like a magnet,Statement
JOIN,System
PART,System
lol,Emotion
hi 11-09-adultsUser81,Greet
PART,System
ty 11-09-adultsUser11,Statement
hey 11-09-adultsUser72,Greet
hi ,Greet
hmm....more like moths to the flame,Statement
hey 11-09-adultsUser76,Greet
anytime,Statement
lol,Emotion
PART,System
what u up to,whQuestion
JOIN,System
PART,System
just chatting,Statement
PART,System
PART,System
PART,System
JOIN,System
JOIN,System
lol... I love it when people in a chatroom ask what you're up to....,Statement
JOIN,System
hehe,Emotion
as if they didnt know,Statement
lol,Emotion
NICK :11-09-adultsUser22,System
"well, you could be multitasking",Statement
"what am i up to.. about 5'5""",Statement
true,Accept
JOIN,System
Hey 11-09-adultsUser86... down here thanks,Statement
JOIN,System
PART,System
"Well, there is only so much multitasking one can do while typing",Statement
PART,System
JOIN,System
lol,Emotion
PART,System
afk,Bye
unless they are really talented,Statement
PART,System
like 11-09-adultsUser54,Continuer
lol,Emotion
talented & 11-09-adultsUser54?,Statement
JOIN,System
JOIN,System
what a combo,Statement
hehehe,Emotion
JOIN,System
.ACTION is listening to .Ciara ft. Chamillionaire - Get Up. ...,System
you could be leaving the computer periodically and only being confused by the conversation when you actually sit down??,ynQuestion
NICK :11-09-adultsUser27,System
but that would be boring ,Statement
No Nova yet?,ynQuestion
hmmmmmmm,Statement
.ACTION is confused by the conversation even when sitting down....,System
damn pmers,Statement
ah ha,Emotion
JOIN,System
PART,System
hiya 11-09-adultsUser27,Greet
nope 11-09-adultsUser27,nAnswer
"um...yes, me too",Accept
hey 11-09-adultsUser72,Greet
it happens,Statement
JOIN,System
PART,System
